gene	logFC	logCPM	LR	PValue	FDR
fig|6666666.230262.peg.4257	0.451668272	6.350292332	8.489725232	0.003571577	0.017561945
fig|6666666.230262.peg.4260	0.802427781	5.219393539	8.464964053	0.003620524	0.017782438
fig|6666666.230262.peg.3823	-0.947804695	5.008652753	8.451801453	0.00364682	0.017891309
fig|6666666.230262.peg.1419	0.536450631	6.20042165	8.447747738	0.003654958	0.017910948
fig|6666666.230262.peg.4303	-0.37855422	7.570846981	8.429577311	0.003691662	0.01807037
fig|6666666.230262.peg.3726	0.617949638	5.511783222	8.427051364	0.003696793	0.018075067
fig|6666666.230262.peg.3510	0.659788351	5.075055583	8.410903851	0.003729772	0.018215751
fig|6666666.230262.peg.2173	-0.995127503	4.97736789	8.406088749	0.003739664	0.018243494
fig|6666666.230262.peg.1975	-1.077227804	4.583257109	8.395805756	0.003760878	0.018326346
fig|6666666.230262.peg.4226	-0.800234718	5.181196469	8.377241781	0.003799486	0.018493678
fig|6666666.230262.peg.616	-0.383700149	8.207337052	8.373521815	0.003807271	0.018510772
fig|6666666.230262.peg.994	-0.469498022	6.630000719	8.349515109	0.003857903	0.018735913
fig|6666666.230262.peg.1295	-0.619349882	5.769930692	8.317450225	0.0039266	0.019040122
fig|6666666.230262.peg.583	-0.50428488	6.180123225	8.316186563	0.003929333	0.019040122
fig|6666666.230262.peg.950	-0.67252934	5.500737676	8.310913493	0.003940757	0.019074143
fig|6666666.230262.peg.4078	-0.964371242	4.434204252	8.297191331	0.003970644	0.019197354
fig|6666666.230262.peg.3626	-0.342209037	7.588228708	8.28411382	0.003999342	0.019314547
fig|6666666.230262.peg.162	-0.81921169	5.019467471	8.278397093	0.004011953	0.019353876
fig|6666666.230262.peg.1050	0.483833472	6.321725757	8.274201984	0.004021233	0.019377066
fig|6666666.230262.peg.3366	0.349374198	7.469226512	8.252784975	0.004068953	0.019585226
fig|6666666.230262.peg.495	0.743707392	5.395986872	8.243347534	0.004090163	0.019665467
fig|6666666.230262.peg.918	-0.330019757	8.453777756	8.236396895	0.004105856	0.01970038
fig|6666666.230262.peg.854	-0.415248046	7.402358684	8.234530065	0.004110081	0.01970038
fig|6666666.230262.peg.88	-0.632519597	5.650774519	8.234094718	0.004111067	0.01970038
fig|6666666.230262.peg.1709	0.342427478	7.57295641	8.225347755	0.004130929	0.019773684
fig|6666666.230262.peg.3500	-0.394258274	7.418020601	8.199391836	0.004190443	0.020036425
fig|6666666.230262.peg.2509	-0.515299096	6.264438333	8.189344601	0.004213714	0.020116526
fig|6666666.230262.peg.2974	-0.43510482	6.763442402	8.188152877	0.004216483	0.020116526
fig|6666666.230262.peg.1961	-0.441721015	6.820621147	8.146433775	0.004314593	0.020561954
fig|6666666.230262.peg.859	-0.637930548	5.578098783	8.136529755	0.004338223	0.020639298
fig|6666666.230262.peg.249	-0.612580879	5.821472341	8.13564065	0.004340351	0.020639298
fig|6666666.230262.peg.1144	0.818512613	4.651311194	8.133344322	0.004345851	0.020642794
fig|6666666.230262.peg.1335	-2.331398259	2.757523763	8.117152061	0.004384839	0.020786838
fig|6666666.230262.peg.2016	-0.73233268	5.238768017	8.116765785	0.004385773	0.020786838
fig|6666666.230262.peg.2685	-0.722404679	5.512312069	8.083269095	0.004467578	0.021151419
fig|6666666.230262.peg.105	-0.954521845	4.49886018	8.079350429	0.004477249	0.021174065
fig|6666666.230262.peg.1831	-0.433362246	6.559908254	8.053782169	0.004540876	0.021439198
fig|6666666.230262.peg.2379	1.679309695	2.911161587	8.052851237	0.00454321	0.021439198
fig|6666666.230262.peg.3294	0.897807296	4.191737122	8.042015601	0.004570465	0.021544348
fig|6666666.230262.peg.4178	0.598987378	5.998044528	8.033505916	0.004591987	0.02162227
fig|6666666.230262.peg.3766	0.337662769	7.792151276	8.021251866	0.00462316	0.021745418
fig|6666666.230262.peg.386	-1.812283452	3.234836438	8.018005185	0.004631456	0.021760809
fig|6666666.230262.peg.3295	0.615201448	5.398413548	8.0044619	0.004666223	0.021900408
fig|6666666.230262.peg.3201	0.266313262	9.593081911	7.98596048	0.004714148	0.022093327
fig|6666666.230262.peg.2517	-0.71547564	5.311983691	7.982716741	0.004722602	0.022093327
fig|6666666.230262.peg.802	-0.439756354	7.302961172	7.982707076	0.004722627	0.022093327
fig|6666666.230262.peg.2835	0.381245196	6.879976938	7.977920835	0.004735129	0.022127919
fig|6666666.230262.peg.1976	-0.644100985	6.309952667	7.961667641	0.004777837	0.022303439
fig|6666666.230262.peg.2536	-0.247291674	9.375131712	7.950987877	0.004806114	0.022411285
fig|6666666.230262.peg.206	-0.407483143	7.167025808	7.920688176	0.004887268	0.022765209
fig|6666666.230262.peg.2869	0.98945227	4.208298867	7.902611618	0.004936348	0.022969127
fig|6666666.230262.peg.3135	-0.422086326	6.992467118	7.898278975	0.004948186	0.022999506
fig|6666666.230262.peg.1578	-1.859536964	3.340933916	7.89546619	0.004955886	0.02301061
fig|6666666.230262.peg.3269	-0.848221869	4.981073452	7.878861665	0.005001595	0.023197977
fig|6666666.230262.peg.4100	-0.579839324	6.155844136	7.86464462	0.005041073	0.023356075
fig|6666666.230262.peg.681	-0.81713859	4.969789552	7.852637484	0.005074662	0.023486577
fig|6666666.230262.peg.2187	-0.452160201	6.524208821	7.847211872	0.005089914	0.023532027
fig|6666666.230262.peg.3186	-0.44274861	6.699007843	7.839535771	0.005111573	0.023606967
fig|6666666.230262.peg.4343	0.491661786	6.370960138	7.8339787	0.005127311	0.023654434
fig|6666666.230262.peg.4213	0.705927175	5.02642025	7.82196604	0.005161502	0.023786836
fig|6666666.230262.peg.2051	0.346876277	7.56272544	7.813181471	0.005186651	0.023877336
fig|6666666.230262.peg.1059	-0.306781959	8.163790838	7.791999529	0.005247809	0.024133234
fig|6666666.230262.peg.3034	-0.829268531	5.11298184	7.776644282	0.005292602	0.024313417
fig|6666666.230262.peg.362	0.297272086	9.055112538	7.770845467	0.005309619	0.024365752
fig|6666666.230262.peg.2575	1.42971673	3.142803344	7.765688849	0.005324799	0.024386176
fig|6666666.230262.peg.376	0.479273077	6.507025992	7.765509109	0.005325328	0.024386176
fig|6666666.230262.peg.331	-0.864983882	4.721943574	7.750614293	0.005369427	0.024538532
fig|6666666.230262.peg.2586	0.309912956	8.587431939	7.750445903	0.005369928	0.024538532
fig|6666666.230262.peg.4310	0.455092703	6.085969777	7.728423307	0.00543582	0.024792903
fig|6666666.230262.peg.2907	0.353151484	7.886425876	7.728017959	0.00543704	0.024792903
fig|6666666.230262.peg.1741	0.328469958	8.422508515	7.722486477	0.005453723	0.024842828
fig|6666666.230262.peg.272	0.585109379	5.932523936	7.691270635	0.005548855	0.025249621
fig|6666666.230262.peg.3788	-0.892270112	5.39100685	7.685706026	0.00556599	0.025301017
fig|6666666.230262.peg.480	0.269049573	8.54364194	7.677848289	0.005590279	0.025384787
fig|6666666.230262.peg.2469	-0.333140662	7.950505526	7.67403988	0.005602089	0.025411781
fig|6666666.230262.peg.78	-0.658244122	5.600703555	7.66833033	0.005619844	0.025465651
fig|6666666.230262.peg.4228	0.702927852	5.384492255	7.6625632	0.005637835	0.025520483
fig|6666666.230262.peg.3002	-2.268413546	2.856013358	7.655183219	0.005660944	0.025598341
fig|6666666.230262.peg.1815	-0.579589716	5.678244735	7.645098568	0.005692679	0.025714998
fig|6666666.230262.peg.1089	-0.303526245	9.929471813	7.63928278	0.005711062	0.025771168
fig|6666666.230262.peg.1936	-0.583683718	6.046907403	7.621553177	0.005767479	0.025940441
fig|6666666.230262.peg.1575	-4.881453293	1.810175342	7.618595825	0.005776945	0.025940441
fig|6666666.230262.peg.820	-0.372279989	7.455691472	7.61706363	0.005781856	0.025940441
fig|6666666.230262.peg.2320	1.002412436	3.66065795	7.616909661	0.005782349	0.025940441
fig|6666666.230262.peg.2649	-4.880294564	1.858543548	7.616582115	0.0057834	0.025940441
fig|6666666.230262.peg.175	0.485627956	6.660420398	7.61623821	0.005784503	0.025940441
fig|6666666.230262.peg.1607	1.829543122	2.705454618	7.604019798	0.005823832	0.026089802
fig|6666666.230262.peg.2604	-0.618023353	5.674093395	7.586425797	0.005880943	0.026318436
fig|6666666.230262.peg.547	-0.66132715	5.453117217	7.582846185	0.005892633	0.026343534
fig|6666666.230262.peg.3657	-0.301319336	8.869179602	7.578987005	0.005905262	0.026372777
fig|6666666.230262.peg.363	0.471197386	6.060335564	7.570008931	0.005934749	0.026477171
fig|6666666.230262.peg.3049	-0.694230153	5.555461457	7.567070373	0.005944433	0.026489002
fig|6666666.230262.peg.2068	0.293818453	9.070825509	7.565495237	0.00594963	0.026489002
fig|6666666.230262.peg.3360	-0.550278949	6.00183607	7.563053387	0.005957697	0.026497682
fig|6666666.230262.peg.1948	-0.469876074	6.701713936	7.554056165	0.005987515	0.02660299
fig|6666666.230262.peg.4372	0.545786188	5.686368909	7.548891831	0.006004699	0.026652004
fig|6666666.230262.peg.763	0.35915915	7.061455923	7.544448631	0.006019524	0.026690458
fig|6666666.230262.peg.3963	-0.682721243	5.381732763	7.527567862	0.006076188	0.026893301
fig|6666666.230262.peg.3584	-0.272165258	9.920879819	7.527123445	0.006077687	0.026893301
fig|6666666.230262.peg.1687	-0.246910371	9.355361728	7.520912785	0.006098677	0.026958641
fig|6666666.230262.peg.1640	-0.261586067	8.846634019	7.486904212	0.006214931	0.027444528
fig|6666666.230262.peg.1507	0.54647206	5.663476753	7.473990465	0.006259665	0.027586691
fig|6666666.230262.peg.1973	-0.678775603	5.230431836	7.473934255	0.006259861	0.027586691
fig|6666666.230262.peg.2067	0.247698965	9.728274787	7.46831241	0.006279439	0.027644846
fig|6666666.230262.peg.2688	-0.770947706	5.108607227	7.459369451	0.006310711	0.027742074
fig|6666666.230262.peg.2185	-0.693870238	5.32771956	7.458336927	0.006314332	0.027742074
fig|6666666.230262.peg.4281	-0.640507808	5.597453891	7.444657231	0.006362504	0.027925395
fig|6666666.230262.peg.2963	-0.322701049	7.912411427	7.440702169	0.006376501	0.027958503
fig|6666666.230262.peg.4236	-0.315575908	7.945356381	7.437670614	0.006387251	0.027977321
fig|6666666.230262.peg.2824	-0.571814372	5.553769505	7.423380373	0.006438175	0.028171893
fig|6666666.230262.peg.3902	-0.437759272	6.437612051	7.401827394	0.006515765	0.028482639
fig|6666666.230262.peg.3192	-0.584574471	5.690349319	7.388969734	0.006562507	0.028658044
fig|6666666.230262.peg.3925	0.240117259	9.946801105	7.366368271	0.006645501	0.028991251
fig|6666666.230262.peg.4249	-0.448850843	6.8361728	7.364143284	0.006653729	0.028997943
fig|6666666.230262.peg.1486	0.390273058	6.51991348	7.357424982	0.006678637	0.029077242
fig|6666666.230262.peg.3260	-0.495097135	6.276821023	7.352799912	0.00669584	0.029115662
fig|6666666.230262.peg.499	-0.507204157	6.06377337	7.351440697	0.006700904	0.029115662
fig|6666666.230262.peg.786	-0.504107312	6.238123068	7.335506814	0.006760562	0.029345443
fig|6666666.230262.peg.701	-0.651340313	5.401638147	7.333073238	0.006769721	0.029355786
fig|6666666.230262.peg.445	0.371079675	7.114698518	7.320899601	0.006815729	0.029525737
fig|6666666.230262.peg.2554	0.354341615	6.919983748	7.312831809	0.006846395	0.029615412
fig|6666666.230262.peg.3802	-0.620480294	5.590179911	7.31179553	0.006850344	0.029615412
fig|6666666.230262.peg.3654	-0.763645366	5.066064207	7.310066578	0.006856939	0.029615412
fig|6666666.230262.peg.1982	0.57276163	5.710164398	7.261050283	0.007046607	0.030404284
fig|6666666.230262.peg.3464	-1.000918351	4.386326118	7.257506172	0.007060527	0.030434032
fig|6666666.230262.peg.2785	0.419346763	6.523270584	7.247554966	0.007099762	0.030539604
fig|6666666.230262.peg.1836	0.237661321	10.40357242	7.246601562	0.007103533	0.030539604
fig|6666666.230262.peg.3674	0.516206827	5.722053275	7.245935477	0.007106168	0.030539604
fig|6666666.230262.peg.3432	1.342988861	2.887960907	7.242124868	0.007121265	0.030574154
fig|6666666.230262.peg.1591	-0.959698388	4.894032466	7.22387522	0.007194023	0.03085595
fig|6666666.230262.peg.2399	-0.329644826	8.270968699	7.199833132	0.007291036	0.031241116
fig|6666666.230262.peg.521	-0.416071681	10.32486217	7.195351518	0.007309267	0.031288286
fig|6666666.230262.peg.2593	0.868574532	5.055477825	7.180447983	0.00737023	0.031518102
fig|6666666.230262.peg.364	-0.386398704	7.04826502	7.16295504	0.007442449	0.031785528
fig|6666666.230262.peg.1384	0.767326524	4.69380557	7.161752409	0.00744744	0.031785528
fig|6666666.230262.peg.2669	-0.687027147	5.344315214	7.15160372	0.007489699	0.031934423
fig|6666666.230262.peg.213	0.38194172	6.76590716	7.14027963	0.007537141	0.032105106
fig|6666666.230262.peg.1706	-0.346939614	7.154980988	7.135876139	0.007555672	0.032152426
fig|6666666.230262.peg.1770	-0.389458982	6.759610541	7.122918406	0.007610472	0.032353843
fig|6666666.230262.peg.2480	-0.289497713	9.268016075	7.116573921	0.007637452	0.032436709
fig|6666666.230262.peg.1500	0.832615278	4.17725481	7.114384327	0.007646786	0.032444542
fig|6666666.230262.peg.1590	-0.740141663	5.334885047	7.090139371	0.007750922	0.032854201
fig|6666666.230262.peg.651	-0.569014887	6.071534371	7.071285737	0.007832903	0.033169242
fig|6666666.230262.peg.1333	-0.422359731	6.432272571	7.069022772	0.007842802	0.033178729
fig|6666666.230262.peg.1957	-0.611924256	5.464928979	7.066323587	0.007854626	0.033196333
fig|6666666.230262.peg.2157	0.315787554	9.092010364	7.041816998	0.007962821	0.033620799
fig|6666666.230262.peg.1493	-1.000437642	4.485026915	7.038669283	0.007976828	0.033647145
fig|6666666.230262.peg.4200	1.343866095	3.08428467	7.03507598	0.007992848	0.033681925
fig|6666666.230262.peg.1473	-0.483245476	6.095645391	7.003334346	0.008135804	0.034251022
fig|6666666.230262.peg.604	0.392791697	6.629620412	6.986885475	0.008210911	0.03452993
fig|6666666.230262.peg.1993	-0.894422561	4.489540918	6.985341794	0.008217996	0.03452993
fig|6666666.230262.peg.3649	-0.894245624	4.654605736	6.983061727	0.008228472	0.034540446
fig|6666666.230262.peg.890	-0.248882326	9.270351892	6.9681242	0.008297443	0.034796248
fig|6666666.230262.peg.1781	0.389921571	6.589493542	6.962561995	0.008323277	0.034870826
fig|6666666.230262.peg.4050	0.461922317	5.911614088	6.958426891	0.008342535	0.034901631
fig|6666666.230262.peg.1189	-0.91288647	4.440763016	6.957524761	0.008346743	0.034901631
fig|6666666.230262.peg.1191	-0.63996849	5.423982558	6.951743142	0.00837376	0.034980838
fig|6666666.230262.peg.19	-0.396861979	7.302308836	6.933012369	0.008461905	0.03528895
fig|6666666.230262.peg.2043	-0.607382024	5.55065252	6.932609988	0.008463809	0.03528895
fig|6666666.230262.peg.2286	0.561016378	5.718668184	6.921097019	0.00851847	0.035482705
fig|6666666.230262.peg.3030	-1.007276443	4.158062357	6.911746283	0.008563132	0.035634474
fig|6666666.230262.peg.3772	0.242313889	9.160392097	6.901550276	0.008612104	0.035803871
fig|6666666.230262.peg.1995	-0.579914994	5.806806116	6.897108577	0.008633527	0.035858523
fig|6666666.230262.peg.1140	-0.4438482	6.506465198	6.894153376	0.008647811	0.035883445
fig|6666666.230262.peg.1955	-0.440292816	6.698038977	6.889274401	0.008671446	0.035947085
fig|6666666.230262.peg.4074	0.429713241	6.308347348	6.87261267	0.00875266	0.036249065
fig|6666666.230262.peg.513	-0.686985664	5.597805768	6.868574742	0.008772459	0.036296362
fig|6666666.230262.peg.3893	-0.486395745	6.636350797	6.861219389	0.008808642	0.036394097
fig|6666666.230262.peg.1269	-0.549240191	5.95320633	6.860359315	0.008812883	0.036394097
fig|6666666.230262.peg.1223	-1.459823854	3.502032634	6.854964808	0.00883953	0.036469374
fig|6666666.230262.peg.2342	-4.733105883	1.995383707	6.852436094	0.008852049	0.036486277
fig|6666666.230262.peg.464	-0.608465374	5.703480366	6.847781567	0.008875141	0.036546683
fig|6666666.230262.peg.3949	-0.926745802	4.528357247	6.841600235	0.008905902	0.036621714
fig|6666666.230262.peg.3371	-0.448456748	6.669158222	6.840724547	0.008910269	0.036621714
fig|6666666.230262.peg.343	-1.309191815	3.689451141	6.834851124	0.008939614	0.036699423
fig|6666666.230262.peg.1582	-0.861245921	4.763170147	6.83265826	0.008950596	0.036699423
fig|6666666.230262.peg.3327	0.464508662	6.409788049	6.831861065	0.008954592	0.036699423
fig|6666666.230262.peg.4238	0.28475971	8.394726201	6.818045561	0.009024127	0.036949451
fig|6666666.230262.peg.2799	0.277615704	8.424210347	6.808850907	0.009070712	0.037105121
fig|6666666.230262.peg.2330	-4.740108732	1.653900477	6.807054667	0.009079841	0.037107426
fig|6666666.230262.peg.2107	-0.537655569	5.952973914	6.803379609	0.009098549	0.037148834
fig|6666666.230262.peg.3529	0.240472791	8.942689359	6.796488224	0.009133735	0.037257384
fig|6666666.230262.peg.856	0.303411118	7.792244641	6.765351465	0.009294462	0.037824506
fig|6666666.230262.peg.1194	0.254951266	9.014668073	6.765068514	0.009295935	0.037824506
fig|6666666.230262.peg.210	-0.248972607	11.43924061	6.764487806	0.009298961	0.037824506
fig|6666666.230262.peg.161	-0.770311245	5.341969062	6.755902646	0.009343807	0.037971267
fig|6666666.230262.peg.2770	-0.514636023	6.039928323	6.728943031	0.009486079	0.038513305
fig|6666666.230262.peg.673	0.328439089	7.337623872	6.715177053	0.00955958	0.038775375
fig|6666666.230262.peg.834	-0.473626257	6.132431988	6.712336823	0.009574817	0.03880085
fig|6666666.230262.peg.2840	0.79116998	4.48854394	6.707424375	0.00960123	0.038871523
fig|6666666.230262.peg.3834	-0.85588587	4.777205389	6.689458722	0.009698465	0.039151458
fig|6666666.230262.peg.506	-0.413018137	6.710944593	6.688503902	0.009703661	0.039151458
fig|6666666.230262.peg.630	-0.638129053	5.243590722	6.686286701	0.009715737	0.039151458
fig|6666666.230262.peg.1530	-0.572799116	5.516777045	6.685686825	0.009719007	0.039151458
fig|6666666.230262.peg.3760	0.87979951	4.304941515	6.685176742	0.009721788	0.039151458
fig|6666666.230262.peg.438	0.583433976	6.139756721	6.684661184	0.0097246	0.039151458
fig|6666666.230262.peg.670	-1.064646173	4.268190951	6.672854657	0.009789227	0.039375053
fig|6666666.230262.peg.3297	-0.290607389	8.053942228	6.663788284	0.009839153	0.039535571
fig|6666666.230262.peg.4203	0.319045241	7.239233941	6.661303512	0.009852882	0.039535571
fig|6666666.230262.peg.2472	-0.342892123	7.286705193	6.66064679	0.009856513	0.039535571
fig|6666666.230262.peg.3036	-0.692331973	5.142746549	6.646863804	0.009933051	0.039791836
fig|6666666.230262.peg.1361	0.574277173	5.090324287	6.645837727	0.009938774	0.039791836
fig|6666666.230262.peg.2617	-0.324181293	7.581009483	6.63284077	0.010011547	0.04004619
fig|6666666.230262.peg.2887	0.302783051	8.792692973	6.617798145	0.010096458	0.040348576
fig|6666666.230262.peg.4282	1.156680472	3.348331971	6.603168922	0.010179743	0.040617175
fig|6666666.230262.peg.2666	-0.371680626	7.006911801	6.602700439	0.010182422	0.040617175
fig|6666666.230262.peg.1188	-0.477338623	6.435065302	6.592794738	0.010239231	0.040806208
fig|6666666.230262.peg.3252	-0.491839432	6.045732801	6.584283334	0.010288303	0.040935951
fig|6666666.230262.peg.4306	0.341351393	6.822637618	6.583871062	0.010290686	0.040935951
fig|6666666.230262.peg.2722	-0.597497568	5.437083399	6.57732605	0.010328594	0.041049053
fig|6666666.230262.peg.3228	-0.229838884	9.254666696	6.573794753	0.010349106	0.041092875
