gene	logFC	logCPM	LR	PValue	FDR
fig|6666666.230262.peg.487	-0.103014764	5.604281782	0.237497946	0.626019099	0.779958222
fig|6666666.230262.peg.1403	-0.129383439	5.295448346	0.23710286	0.626306457	0.780091884
fig|6666666.230262.peg.3605	0.112237926	5.249378521	0.236269658	0.626913442	0.780623464
fig|6666666.230262.peg.3226	0.112135729	5.163583867	0.235829931	0.627234316	0.78079858
fig|6666666.230262.peg.156	-0.105425679	5.74153791	0.235431466	0.6275254	0.780936522
fig|6666666.230262.peg.3193	-0.091646146	6.069952931	0.234975834	0.627858618	0.781028342
fig|6666666.230262.peg.3378	-0.076190627	6.661817212	0.234837632	0.627959768	0.781028342
fig|6666666.230262.peg.1555	-0.178428137	4.00619672	0.234529927	0.62818511	0.781084356
fig|6666666.230262.peg.3136	0.072703747	6.768274778	0.234007532	0.628568094	0.781333233
fig|6666666.230262.peg.421	0.105783942	5.815878166	0.233765118	0.628745995	0.781333233
fig|6666666.230262.peg.1128	0.352331371	2.70423513	0.232210296	0.629889749	0.782530081
fig|6666666.230262.peg.655	-0.067715818	7.074509443	0.231063338	0.630736498	0.783357371
fig|6666666.230262.peg.4066	-0.066529769	7.071320455	0.23004763	0.631488514	0.783967111
fig|6666666.230262.peg.111	-0.188335833	4.054974582	0.229796434	0.631674811	0.783967111
fig|6666666.230262.peg.241	0.076649212	6.534487005	0.229667668	0.631770357	0.783967111
fig|6666666.230262.peg.2541	0.058067887	7.451816236	0.228643991	0.632531116	0.784686368
fig|6666666.230262.peg.3385	-0.16186633	4.375741589	0.228061594	0.632964867	0.784694748
fig|6666666.230262.peg.2970	-0.137888859	4.665286455	0.227742211	0.633203022	0.784694748
fig|6666666.230262.peg.183	-0.061379757	7.468360865	0.227740293	0.633204453	0.784694748
fig|6666666.230262.peg.3054	0.054844777	8.496900347	0.227662585	0.633262429	0.784694748
fig|6666666.230262.peg.711	-0.113726671	5.538219417	0.22715218	0.633643531	0.784772394
fig|6666666.230262.peg.4006	-0.15448129	4.435060848	0.227093467	0.633687404	0.784772394
fig|6666666.230262.peg.4045	-0.206920765	3.65947703	0.226169775	0.634378542	0.785403786
fig|6666666.230262.peg.1067	-0.149496859	4.50360698	0.224409139	0.635700718	0.78681586
fig|6666666.230262.peg.1577	0.113175621	5.050813163	0.223976096	0.63602689	0.786893013
fig|6666666.230262.peg.2778	-0.077513892	6.597194858	0.223844156	0.636126346	0.786893013
fig|6666666.230262.peg.3942	0.067389938	6.779286372	0.223109905	0.636680475	0.787353645
fig|6666666.230262.peg.367	0.108759242	5.494223488	0.222802181	0.636913042	0.787416466
fig|6666666.230262.peg.1132	-0.319037361	2.654161014	0.221558344	0.637855095	0.78835614
fig|6666666.230262.peg.2739	-0.093513256	5.889920731	0.219712831	0.639258814	0.78986571
fig|6666666.230262.peg.3250	0.078406394	6.751984427	0.219459801	0.639451832	0.789878909
fig|6666666.230262.peg.2388	0.092483018	5.832760144	0.217966196	0.640593963	0.791064153
fig|6666666.230262.peg.2533	0.061211504	7.578262434	0.216684908	0.641577545	0.792052985
fig|6666666.230262.peg.1521	0.314347877	2.537353715	0.216083938	0.642040099	0.792235039
fig|6666666.230262.peg.642	-0.07307068	6.89744945	0.216018165	0.642090771	0.792235039
fig|6666666.230262.peg.3865	0.039625251	10.87417801	0.214428059	0.643318656	0.793524036
fig|6666666.230262.peg.4082	0.096507392	5.606547575	0.214069108	0.643596603	0.793640901
fig|6666666.230262.peg.3006	0.313211197	2.537675136	0.213613128	0.643950092	0.793850824
fig|6666666.230262.peg.3114	-0.08321322	6.33763595	0.213253345	0.644229328	0.793969118
fig|6666666.230262.peg.1567	-0.203337977	3.526127066	0.212225846	0.645028375	0.794706069
fig|6666666.230262.peg.2179	0.111153073	5.387891291	0.212012996	0.645194193	0.794706069
fig|6666666.230262.peg.3155	-0.054913502	7.837267706	0.21167605	0.645456893	0.794803655
fig|6666666.230262.peg.4337	-0.086091326	5.916674811	0.211316562	0.645737447	0.794923166
fig|6666666.230262.peg.2263	0.067626542	6.932665671	0.210729522	0.646196212	0.795261929
fig|6666666.230262.peg.389	-0.047433627	8.748300475	0.210163772	0.646639072	0.795580931
fig|6666666.230262.peg.1051	0.121482098	5.234898049	0.209242018	0.647362152	0.796244419
fig|6666666.230262.peg.2140	-0.109684147	5.200766354	0.208820831	0.647693199	0.796425472
fig|6666666.230262.peg.2842	0.14819148	4.346242441	0.208395158	0.648028181	0.79661126
fig|6666666.230262.peg.2215	0.045497419	8.959631776	0.207911441	0.648409343	0.796853695
fig|6666666.230262.peg.2802	-0.063418142	7.432300576	0.207335604	0.648863794	0.797186034
fig|6666666.230262.peg.4189	0.286441882	2.783375135	0.205662542	0.650188512	0.798406174
fig|6666666.230262.peg.2718	0.286406813	2.926952153	0.20561591	0.650225527	0.798406174
fig|6666666.230262.peg.2483	0.05060599	8.208319226	0.205113394	0.650624739	0.798669983
fig|6666666.230262.peg.1508	0.287553868	2.784057842	0.204019068	0.651496142	0.799410337
fig|6666666.230262.peg.1516	-0.185553491	3.880491477	0.203892724	0.65159693	0.799410337
fig|6666666.230262.peg.1376	-0.30645188	2.68138433	0.202974765	0.652330341	0.800083532
fig|6666666.230262.peg.2941	-0.095347882	5.976585059	0.202728212	0.652527666	0.800099023
fig|6666666.230262.peg.100	0.120551235	5.010100851	0.201931197	0.653166535	0.800655752
fig|6666666.230262.peg.2768	0.050136916	7.887412764	0.200639393	0.654205241	0.801702151
fig|6666666.230262.peg.4188	0.153969962	4.065350605	0.199742945	0.654928413	0.802150536
fig|6666666.230262.peg.2326	0.091392086	5.948212318	0.199503064	0.655122258	0.802150536
fig|6666666.230262.peg.3983	0.064886387	6.998495844	0.199497645	0.655126638	0.802150536
fig|6666666.230262.peg.4046	0.056117006	7.190752598	0.198821603	0.6556737	0.802593521
fig|6666666.230262.peg.344	0.115638639	5.31531404	0.197839248	0.656470625	0.803119831
fig|6666666.230262.peg.1383	0.159104356	4.070804269	0.197834539	0.656474451	0.803119831
fig|6666666.230262.peg.3947	0.083538083	5.802667358	0.197296343	0.656912068	0.803428311
fig|6666666.230262.peg.1604	-0.081197691	6.249951349	0.196058672	0.657921159	0.804196161
fig|6666666.230262.peg.4111	-0.156459435	4.14385588	0.195931756	0.658024851	0.804196161
fig|6666666.230262.peg.3880	0.182694459	4.004153792	0.19533511	0.658512856	0.804196161
fig|6666666.230262.peg.2221	-0.053673757	7.755537368	0.195286429	0.658552712	0.804196161
fig|6666666.230262.peg.3992	-0.103253525	5.488571535	0.19524707	0.65858494	0.804196161
fig|6666666.230262.peg.3945	-0.093696192	6.042573645	0.195163071	0.658653734	0.804196161
fig|6666666.230262.peg.33	-0.145267547	4.632528051	0.194578185	0.659133239	0.804554858
fig|6666666.230262.peg.1891	-0.072674113	6.712502085	0.193627744	0.659914274	0.805157917
fig|6666666.230262.peg.1806	-0.143938248	4.376948804	0.193524781	0.659999022	0.805157917
fig|6666666.230262.peg.825	-0.05205629	7.883604633	0.192910387	0.660505286	0.805548677
fig|6666666.230262.peg.3736	0.090240989	5.450994777	0.192560143	0.66079432	0.805674358
fig|6666666.230262.peg.2204	-0.207599018	4.352563251	0.191662917	0.661536175	0.806351917
fig|6666666.230262.peg.1935	0.06801955	7.247982356	0.191402099	0.661752216	0.806388354
fig|6666666.230262.peg.2855	0.16923826	3.750029043	0.189996478	0.662919549	0.807559209
fig|6666666.230262.peg.1597	0.164319019	4.058100405	0.189796675	0.663085897	0.807559209
fig|6666666.230262.peg.3411	-0.06827394	6.334818967	0.18854438	0.664130889	0.808604556
fig|6666666.230262.peg.3461	0.081581744	5.979833214	0.188109017	0.664495148	0.808787983
fig|6666666.230262.peg.2426	-0.076225179	6.710047961	0.187918217	0.664654945	0.808787983
fig|6666666.230262.peg.2137	0.052809402	7.454845314	0.187219285	0.66524113	0.80903196
fig|6666666.230262.peg.4165	0.176632413	3.586141794	0.1871619	0.665289316	0.80903196
fig|6666666.230262.peg.2381	0.176552818	3.867619533	0.187011421	0.665415714	0.80903196
fig|6666666.230262.peg.2936	0.11668521	4.754741926	0.186287986	0.66602422	0.809544591
fig|6666666.230262.peg.3264	0.079287606	6.068553126	0.185694809	0.66652421	0.80989744
fig|6666666.230262.peg.479	0.051903001	11.26453254	0.185085767	0.667038558	0.80989744
fig|6666666.230262.peg.3579	0.0827035	5.951545101	0.18507351	0.667048919	0.80989744
fig|6666666.230262.peg.3242	-0.085570945	5.929439206	0.185057633	0.667062342	0.80989744
fig|6666666.230262.peg.721	0.191260004	3.522979074	0.184626598	0.667426998	0.810113129
fig|6666666.230262.peg.2892	-0.054040019	7.690699459	0.183803645	0.668124622	0.810725866
fig|6666666.230262.peg.1673	0.116396756	4.901331677	0.183589909	0.66830611	0.810725866
fig|6666666.230262.peg.865	0.081238623	5.844996493	0.182827353	0.668954633	0.811285406
fig|6666666.230262.peg.659	-0.101811275	5.269040274	0.18252041	0.669216127	0.811375389
fig|6666666.230262.peg.2079	0.231501805	2.976848247	0.182074682	0.669596321	0.811609194
fig|6666666.230262.peg.265	-0.078702065	5.954034039	0.181080012	0.670446733	0.812412657
fig|6666666.230262.peg.2258	-0.072733726	6.23103658	0.180814092	0.670674554	0.812461456
fig|6666666.230262.peg.2449	0.167643231	3.871707869	0.179683116	0.671645707	0.813221665
fig|6666666.230262.peg.2155	0.092194627	5.735941736	0.179597516	0.671719357	0.813221665
fig|6666666.230262.peg.1162	-0.45611181	1.597554074	0.179391536	0.671896667	0.813221665
fig|6666666.230262.peg.3991	0.099761594	5.41849121	0.17921005	0.672052992	0.813221665
fig|6666666.230262.peg.719	-0.453243651	1.759739487	0.178536305	0.672634146	0.813521778
fig|6666666.230262.peg.2101	-0.45317873	1.707803324	0.178487152	0.672676594	0.813521778
fig|6666666.230262.peg.1561	-0.453015246	1.76046729	0.177984351	0.67311121	0.813820196
fig|6666666.230262.peg.702	0.204415184	3.550534716	0.177411671	0.673607111	0.814192523
fig|6666666.230262.peg.2949	0.177380208	3.761724208	0.176276766	0.674592649	0.815156306
fig|6666666.230262.peg.406	-0.130819832	4.70747084	0.175685823	0.675107295	0.815550697
fig|6666666.230262.peg.3807	0.057159187	7.497086622	0.175180048	0.675548578	0.81585627
fig|6666666.230262.peg.3720	0.057258131	7.38260348	0.174822932	0.675860609	0.815943038
fig|6666666.230262.peg.3276	0.061461547	7.073940717	0.174666821	0.675997129	0.815943038
fig|6666666.230262.peg.4346	0.167519296	3.985999776	0.174419027	0.676213973	0.815977418
fig|6666666.230262.peg.1559	-0.451097471	1.858544953	0.17391019	0.676659824	0.816079338
fig|6666666.230262.peg.2801	0.069256688	6.310960904	0.173892653	0.676675204	0.816079338
fig|6666666.230262.peg.1711	0.067879507	6.572787282	0.173370775	0.677133304	0.81640453
fig|6666666.230262.peg.34	0.182567582	3.5255538	0.172565114	0.677842099	0.817031712
fig|6666666.230262.peg.3148	-0.218369535	2.863621328	0.172150311	0.678207787	0.817100043
fig|6666666.230262.peg.428	0.099900947	5.237095423	0.172072969	0.678276028	0.817100043
fig|6666666.230262.peg.4369	-0.053976187	7.259130298	0.171443513	0.678832086	0.817542562
fig|6666666.230262.peg.4361	0.045987893	8.818272493	0.170145279	0.679982726	0.818700714
fig|6666666.230262.peg.1777	0.093643393	5.751700104	0.169872826	0.680224856	0.818764678
fig|6666666.230262.peg.956	-0.119716891	4.924272972	0.169649679	0.680423337	0.818776082
fig|6666666.230262.peg.1713	-0.168358905	3.991637817	0.169142558	0.68087497	0.818877427
fig|6666666.230262.peg.1336	-0.168321996	3.759093828	0.169055976	0.680952158	0.818877427
fig|6666666.230262.peg.4262	-0.085987514	5.669386774	0.168918633	0.681074646	0.818877427
fig|6666666.230262.peg.1411	-0.079629297	5.677065919	0.168465386	0.681479284	0.819136587
fig|6666666.230262.peg.233	0.049344926	8.857536127	0.167753489	0.682116119	0.819674626
fig|6666666.230262.peg.1548	-0.12159567	4.635643521	0.167279327	0.682541162	0.819957935
fig|6666666.230262.peg.2275	-0.040418024	8.967502618	0.16670102	0.683060514	0.820354351
fig|6666666.230262.peg.889	-0.053485497	7.605779081	0.16644597	0.683289897	0.820370551
fig|6666666.230262.peg.371	0.172605639	4.243590846	0.166265032	0.683452751	0.820370551
fig|6666666.230262.peg.3061	0.167751753	3.894977169	0.165761255	0.683906722	0.820688067
fig|6666666.230262.peg.1742	-0.038484538	9.003428621	0.165012775	0.684582691	0.82127173
fig|6666666.230262.peg.3821	-0.150193213	4.127931766	0.164768875	0.684803347	0.821308998
fig|6666666.230262.peg.1468	0.245403109	2.931893604	0.164366222	0.685168045	0.821455342
fig|6666666.230262.peg.2748	-0.041109722	8.636811569	0.164061365	0.685444513	0.821455342
fig|6666666.230262.peg.1303	-0.137709294	4.230404097	0.163858452	0.685628694	0.821455342
fig|6666666.230262.peg.2086	-0.091033224	6.250583188	0.163797696	0.685683868	0.821455342
fig|6666666.230262.peg.2093	0.082973612	5.594248678	0.163006489	0.686403465	0.822090077
fig|6666666.230262.peg.3394	-0.140780187	4.376597597	0.162374113	0.686980069	0.822456662
fig|6666666.230262.peg.3930	0.053775179	7.140638282	0.162254524	0.687089257	0.822456662
fig|6666666.230262.peg.2327	-0.268223362	3.01800761	0.161713889	0.687583458	0.822820867
fig|6666666.230262.peg.2537	-0.037008335	9.739624213	0.160371418	0.688814791	0.824066743
fig|6666666.230262.peg.1364	0.11887059	4.698993712	0.159532862	0.689586964	0.824762763
fig|6666666.230262.peg.511	-0.099695963	5.140086365	0.158611206	0.690438377	0.825553146
fig|6666666.230262.peg.4080	-0.087664312	5.443106361	0.158301006	0.69072558	0.825668657
fig|6666666.230262.peg.3058	-0.076474385	6.094844119	0.15744546	0.691519392	0.826203161
fig|6666666.230262.peg.413	-0.13284725	4.644472811	0.157408041	0.691554169	0.826203161
fig|6666666.230262.peg.113	-0.177917104	3.492210122	0.156632941	0.692275597	0.826619622
fig|6666666.230262.peg.2056	-0.088939526	5.664167943	0.156623505	0.692284392	0.826619622
fig|6666666.230262.peg.527	-0.088059339	5.708808808	0.155545007	0.693291689	0.827594268
fig|6666666.230262.peg.3208	-0.058125973	6.821935128	0.155038104	0.693766522	0.82793294
fig|6666666.230262.peg.3156	-0.114068936	4.758457108	0.152911412	0.695768491	0.830093392
fig|6666666.230262.peg.1797	0.152672403	4.118160121	0.152079228	0.69655624	0.830804414
fig|6666666.230262.peg.3888	0.089627187	5.746165585	0.151797869	0.696823137	0.83089398
fig|6666666.230262.peg.1650	0.037086989	9.914053043	0.151336967	0.697260965	0.83118726
fig|6666666.230262.peg.3761	-0.130701638	4.561040745	0.150739495	0.69782967	0.831231841
fig|6666666.230262.peg.3971	-0.091926717	5.668302226	0.150673378	0.697892683	0.831231841
fig|6666666.230262.peg.3089	-0.066427194	6.126974831	0.150533858	0.698025706	0.831231841
fig|6666666.230262.peg.1005	0.043801903	7.800060588	0.150491725	0.698065891	0.831231841
fig|6666666.230262.peg.2663	-0.070620193	6.134728477	0.149784288	0.698741586	0.83180779
fig|6666666.230262.peg.657	-0.042319922	8.007400473	0.148817733	0.699667745	0.832026905
fig|6666666.230262.peg.2262	0.469428541	1.345486571	0.148667403	0.699812102	0.832026905
fig|6666666.230262.peg.1688	0.035991442	9.316539957	0.14863717	0.699841144	0.832026905
fig|6666666.230262.peg.1205	0.098968466	5.263148923	0.14863337	0.699844794	0.832026905
fig|6666666.230262.peg.2246	-0.041982869	12.11594952	0.148524545	0.699949362	0.832026905
fig|6666666.230262.peg.122	0.469769656	1.596242254	0.148390691	0.70007804	0.832026905
fig|6666666.230262.peg.4349	0.470981359	1.537862046	0.148107219	0.700350769	0.832122746
fig|6666666.230262.peg.126	0.468480398	1.275641672	0.147552826	0.700885021	0.832255109
fig|6666666.230262.peg.4193	0.469870739	1.411732374	0.147419726	0.701013457	0.832255109
fig|6666666.230262.peg.3035	0.07487103	6.032891459	0.147393755	0.701038525	0.832255109
fig|6666666.230262.peg.894	-0.11516066	4.767509866	0.146954922	0.701462496	0.83250026
fig|6666666.230262.peg.2708	0.168107896	3.64405917	0.146625371	0.701781362	0.83250026
fig|6666666.230262.peg.143	0.467118352	1.345992102	0.146583868	0.701821549	0.83250026
fig|6666666.230262.peg.687	-0.192583265	3.360682347	0.145736109	0.702643849	0.83324751
fig|6666666.230262.peg.2159	0.072215397	6.253805431	0.144984074	0.703375597	0.833886996
fig|6666666.230262.peg.2668	-0.085937272	5.287521724	0.144605449	0.703744831	0.834096472
fig|6666666.230262.peg.740	0.220726664	3.340592982	0.144331347	0.704012479	0.834185465
fig|6666666.230262.peg.3479	0.123180241	4.224506753	0.144063475	0.704274325	0.834267536
fig|6666666.230262.peg.348	-0.109714968	4.75632837	0.143363783	0.704959594	0.834851001
fig|6666666.230262.peg.1022	0.463439777	1.759976235	0.142960001	0.705355924	0.835056958
fig|6666666.230262.peg.3987	0.036547043	8.855708264	0.14279401	0.705519037	0.835056958
fig|6666666.230262.peg.1256	0.088952662	5.540595182	0.142475497	0.705832331	0.835199579
fig|6666666.230262.peg.1111	-0.085121872	5.520042785	0.142239753	0.70606447	0.835246118
fig|6666666.230262.peg.1182	-0.092108987	5.165332149	0.140778928	0.707507877	0.836596073
fig|6666666.230262.peg.567	0.099924386	4.996766401	0.140494195	0.707790209	0.836596073
fig|6666666.230262.peg.63	0.145498934	4.323777387	0.140417768	0.707866047	0.836596073
fig|6666666.230262.peg.1338	0.126253865	4.56446033	0.140258419	0.708024244	0.836596073
fig|6666666.230262.peg.3356	-0.064151449	6.673584126	0.139917712	0.708362832	0.836596073
fig|6666666.230262.peg.2135	-0.036173792	9.277645309	0.139916178	0.708364357	0.836596073
fig|6666666.230262.peg.730	-0.226404256	2.836153148	0.139529588	0.708749114	0.836822339
fig|6666666.230262.peg.2434	-0.270212803	2.344569294	0.13802993	0.710247437	0.837965087
fig|6666666.230262.peg.1519	-0.270197704	2.730174171	0.138017206	0.710260189	0.837965087
fig|6666666.230262.peg.3146	-0.270161244	2.678820153	0.137980205	0.710297276	0.837965087
fig|6666666.230262.peg.1825	-0.128597546	4.280173523	0.137201261	0.711079344	0.83865933
fig|6666666.230262.peg.4321	-0.279290267	2.311720478	0.136928597	0.711353698	0.838693367
fig|6666666.230262.peg.3329	-0.121429164	4.301994607	0.136787877	0.711495412	0.838693367
fig|6666666.230262.peg.1025	0.087237467	5.090665156	0.136546922	0.711738261	0.8387514
fig|6666666.230262.peg.1198	-0.057051965	6.481733456	0.135219261	0.713080745	0.840005844
fig|6666666.230262.peg.1751	-0.094105733	4.945994037	0.135110988	0.713190557	0.840005844
fig|6666666.230262.peg.2938	-0.1636039	3.968022515	0.134540072	0.713770412	0.840460295
fig|6666666.230262.peg.1396	-0.04779748	7.725081179	0.133700303	0.714625872	0.841165168
fig|6666666.230262.peg.1956	-0.090147142	5.28632647	0.133571469	0.714757383	0.841165168
fig|6666666.230262.peg.1665	0.039482882	11.6900188	0.132039796	0.716326413	0.842212904
fig|6666666.230262.peg.3162	0.069586976	6.055726934	0.131897289	0.716472919	0.842212904
fig|6666666.230262.peg.3610	0.072478703	6.211883797	0.131866733	0.716504344	0.842212904
fig|6666666.230262.peg.169	0.047363209	7.13969815	0.131564704	0.716815185	0.842212904
fig|6666666.230262.peg.1845	-0.071097067	6.437461175	0.131416305	0.716968062	0.842212904
fig|6666666.230262.peg.3279	-0.227050846	3.01973876	0.13139268	0.716992409	0.842212904
fig|6666666.230262.peg.2363	0.079207607	5.43647659	0.131053852	0.717341862	0.842212904
fig|6666666.230262.peg.3876	-0.097634015	4.894631758	0.130969133	0.717429318	0.842212904
fig|6666666.230262.peg.1676	-0.080840537	5.825057773	0.130954154	0.717444784	0.842212904
fig|6666666.230262.peg.2870	0.125450321	4.246811892	0.130811783	0.717591835	0.842212904
fig|6666666.230262.peg.3007	-0.13553362	4.327010729	0.129554329	0.718894574	0.843513352
fig|6666666.230262.peg.4103	-0.074042811	5.678518952	0.128945944	0.719527434	0.843753585
fig|6666666.230262.peg.3497	0.129763168	4.071059895	0.128921058	0.719553356	0.843753585
fig|6666666.230262.peg.1126	0.218647329	3.197924336	0.128796034	0.719683632	0.843753585
fig|6666666.230262.peg.3961	-0.066763209	6.17186453	0.127215508	0.721336748	0.845462876
fig|6666666.230262.peg.4121	-0.078652714	5.605349415	0.126899799	0.721668342	0.845490608
fig|6666666.230262.peg.909	0.078846697	5.505157386	0.126821403	0.721750754	0.845490608
fig|6666666.230262.peg.3266	0.130909816	3.85172151	0.125768058	0.722860861	0.846562111
fig|6666666.230262.peg.3149	-0.112481145	4.604319031	0.125047422	0.723623347	0.847226038
fig|6666666.230262.peg.268	0.03213182	9.490704628	0.123656857	0.725101686	0.848040976
fig|6666666.230262.peg.3389	-0.170608649	3.379094699	0.123654727	0.725103958	0.848040976
fig|6666666.230262.peg.1104	-0.063529207	6.079150098	0.123603278	0.725158833	0.848040976
fig|6666666.230262.peg.1293	0.046641106	7.175189508	0.123570319	0.725193994	0.848040976
fig|6666666.230262.peg.4300	-0.170484145	3.255724171	0.123472665	0.725298203	0.848040976
fig|6666666.230262.peg.200	-0.051310889	6.813697443	0.122567108	0.726266761	0.848944309
fig|6666666.230262.peg.101	0.061378855	6.570283461	0.12208433	0.726784769	0.849320641
fig|6666666.230262.peg.4077	-0.064190237	6.216926057	0.121189259	0.727748204	0.849980467
fig|6666666.230262.peg.4029	-0.044440921	7.572908965	0.121174767	0.727763836	0.849980467
fig|6666666.230262.peg.3436	0.038416207	9.030741602	0.120943772	0.728013138	0.849980467
fig|6666666.230262.peg.2360	0.12866823	3.839015945	0.120831656	0.728134236	0.849980467
fig|6666666.230262.peg.2337	-0.252457155	2.707709001	0.119773159	0.729280647	0.85106413
fig|6666666.230262.peg.144	-0.082480322	5.711326319	0.119612197	0.729455474	0.85106413
fig|6666666.230262.peg.2347	0.089747324	5.320142732	0.119319354	0.729773881	0.851206368
fig|6666666.230262.peg.1615	0.06011569	6.08005891	0.119040675	0.730077293	0.851331045
fig|6666666.230262.peg.2044	-0.065626452	5.862957135	0.118245126	0.730945641	0.852064497
fig|6666666.230262.peg.3850	-0.119224861	4.212178527	0.118104329	0.731099662	0.852064497
fig|6666666.230262.peg.3827	0.060386536	6.41147406	0.11768984	0.731553677	0.852364317
fig|6666666.230262.peg.2471	0.094709599	5.548579223	0.11750817	0.731752953	0.852367247
fig|6666666.230262.peg.214	-0.060692771	6.805972597	0.11674703	0.732589734	0.852918685
fig|6666666.230262.peg.665	0.136403787	3.832330198	0.116719428	0.732620136	0.852918685
fig|6666666.230262.peg.1810	0.348175616	1.707926274	0.116270107	0.733115606	0.853003913
fig|6666666.230262.peg.4114	0.35018495	2.120751428	0.116265878	0.733120274	0.853003913
fig|6666666.230262.peg.727	0.34326717	1.906743272	0.115989585	0.733425482	0.853003913
fig|6666666.230262.peg.3832	0.342095029	1.809879407	0.115905479	0.73351847	0.853003913
fig|6666666.230262.peg.2298	-0.174602399	3.308336655	0.115761375	0.733677881	0.853003913
fig|6666666.230262.peg.1539	0.087113189	5.235127683	0.115199574	0.734300414	0.85349863
fig|6666666.230262.peg.1538	-0.039316808	7.992857002	0.114589238	0.73497865	0.854057809
fig|6666666.230262.peg.1277	-0.034347297	8.679818545	0.112314343	0.737524518	0.855335884
fig|6666666.230262.peg.1612	0.085053475	5.658371032	0.112285206	0.737557311	0.855335884
fig|6666666.230262.peg.3795	-0.087785825	4.895338565	0.112178164	0.737677824	0.855335884
fig|6666666.230262.peg.276	0.147146248	3.554741845	0.112105332	0.73775986	0.855335884
fig|6666666.230262.peg.3288	0.139501412	3.666772458	0.111956227	0.737927897	0.855335884
fig|6666666.230262.peg.1262	-0.186188804	3.061543027	0.111947754	0.737937449	0.855335884
fig|6666666.230262.peg.3443	0.042994959	7.532412206	0.111847937	0.738050015	0.855335884
fig|6666666.230262.peg.3483	-0.186059544	3.080845346	0.111793891	0.738110986	0.855335884
fig|6666666.230262.peg.359	-0.058172573	6.143607734	0.111791262	0.738113953	0.855335884
fig|6666666.230262.peg.3710	-0.065415875	5.627651328	0.111778076	0.738128832	0.855335884
fig|6666666.230262.peg.4376	0.099788575	4.431701584	0.111670341	0.738250432	0.855335884
fig|6666666.230262.peg.538	-0.045693963	7.925507788	0.110007476	0.740135625	0.857194948
fig|6666666.230262.peg.747	-0.054010246	6.197852423	0.109753151	0.740425345	0.857194948
fig|6666666.230262.peg.1643	-0.028823327	9.54436135	0.109732719	0.740448637	0.857194948
fig|6666666.230262.peg.4222	-0.157284616	3.872984452	0.109129246	0.741137663	0.857707289
fig|6666666.230262.peg.1832	0.105287653	4.44250418	0.108998532	0.741287186	0.857707289
fig|6666666.230262.peg.3354	0.05219909	6.837520239	0.108407623	0.741964369	0.857993887
fig|6666666.230262.peg.3391	0.084745896	5.084769223	0.108383223	0.741992375	0.857993887
fig|6666666.230262.peg.3220	0.099672172	4.430814801	0.108264181	0.742129062	0.857993887
fig|6666666.230262.peg.1065	0.049745946	6.765143696	0.107844428	0.742611697	0.858322805
fig|6666666.230262.peg.579	0.136150061	3.917439977	0.10760346	0.742889234	0.858330428
fig|6666666.230262.peg.46	0.09294153	5.209731523	0.10749474	0.743014567	0.858330428
fig|6666666.230262.peg.1695	0.086238565	5.166841253	0.106966262	0.743624796	0.858806349
fig|6666666.230262.peg.449	-0.089391542	5.301863274	0.106789585	0.743829176	0.858813431
fig|6666666.230262.peg.2506	-0.089722658	4.775006183	0.106429861	0.744245883	0.858859767
fig|6666666.230262.peg.2839	-0.093441723	4.92821727	0.10634813	0.74434067	0.858859767
fig|6666666.230262.peg.4275	-0.092552892	5.174735403	0.106239849	0.74446631	0.858859767
fig|6666666.230262.peg.829	0.117847598	5.714550936	0.106023765	0.744717246	0.858859767
fig|6666666.230262.peg.3031	-0.300149619	1.81186511	0.105900425	0.744860606	0.858859767
fig|6666666.230262.peg.3611	0.075319271	5.753101578	0.105381543	0.745464727	0.85932762
fig|6666666.230262.peg.1445	-0.151733027	3.460238548	0.105142108	0.745744048	0.859420914
fig|6666666.230262.peg.1736	0.047966511	7.531035828	0.104142211	0.746914331	0.86054066
fig|6666666.230262.peg.1848	-0.054135828	6.455057093	0.103478245	0.747694868	0.861210893
fig|6666666.230262.peg.3660	0.108704548	4.60976362	0.102835827	0.748452711	0.861854637
fig|6666666.230262.peg.3065	-0.03985135	7.619651176	0.10234662	0.749031567	0.862291987
fig|6666666.230262.peg.1698	-0.052760121	6.46134954	0.101726159	0.749767928	0.862910378
fig|6666666.230262.peg.944	0.149491725	3.691187404	0.09986847	0.751987532	0.865235057
fig|6666666.230262.peg.2212	-0.032461235	8.462390577	0.099147806	0.752854707	0.866002812
fig|6666666.230262.peg.2082	-0.060311171	5.965713117	0.098525042	0.753606872	0.8666379
fig|6666666.230262.peg.2590	0.159374341	3.142192466	0.097765948	0.754527236	0.867466026
fig|6666666.230262.peg.2062	-0.051045148	6.479093774	0.097528478	0.754815962	0.867567722
fig|6666666.230262.peg.1525	0.243558006	2.236945355	0.096527889	0.756036774	0.868562966
fig|6666666.230262.peg.3724	-0.078784377	5.509404684	0.09624022	0.75638904	0.868562966
fig|6666666.230262.peg.2939	0.026719593	9.564816725	0.096123025	0.756532717	0.868562966
fig|6666666.230262.peg.2105	-0.075591431	5.243154662	0.095964589	0.756727107	0.868562966
fig|6666666.230262.peg.1865	0.164826434	2.908545715	0.095945234	0.756750866	0.868562966
fig|6666666.230262.peg.3444	0.037510134	8.366956038	0.095773188	0.756962177	0.868562966
fig|6666666.230262.peg.2983	-0.047724664	6.846817042	0.095672977	0.757085355	0.868562966
fig|6666666.230262.peg.51	0.047278712	6.654277006	0.095167761	0.757707436	0.86876082
